data\Cropped_final\amur_leopard\0342_al_d_w_crop00_detections.jpg,0
data\Cropped_final\wild_boar\0120_wd_n_crop00_detections.jpg,8
data\Cropped_final\roe_deer\1075_rd_d_crop00_detections.jpg,6
data\Cropped_final\brown_bear\0155_brb_d_crop00_detections.jpg,4
data\Cropped_final\amur_leopard\0646_al_n_crop00_detections.jpg,0
data\Cropped_final\sika_deer\0219_sd_d_s_crop00_detections.jpg,7
data\Cropped_final\people\1055_p_crop01_detections.jpg,9
data\Cropped_final\amur_leopard\1111_al_n_crop00_detections.jpg,0
data\Cropped_final\black_bear\0505_blb_d_crop00_detections.jpg,3
data\Cropped_final\roe_deer\0028_rd_n_crop00_detections.jpg,6
data\Cropped_final\sika_deer\1179_sd_d_s_crop02_detections.jpg,7
data\Cropped_final\people\0767_p_crop00_detections.jpg,9
data\Cropped_final\black_bear\0413_blb_d_crop00_detections.jpg,3
data\Cropped_final\dog\0586_dg_crop00_detections.jpg,5
data\Cropped_final\sika_deer\1703_sd_d_s_crop01_detections.jpg,7
data\Cropped_final\people\0059_p_crop01_detections.jpg,9
data\Cropped_final\sika_deer\2129_sd_d_s_crop00_detections.jpg,7
data\Cropped_final\birds\0882_b_crop00_detections.jpg,2
data\Cropped_final\dog\0417_dg_crop00_detections.jpg,5
data\Cropped_final\sika_deer\1066_sd_d_s_crop00_detections.jpg,7
data\Cropped_final\roe_deer\0702_rd_d_crop00_detections.jpg,6
data\Cropped_final\people\0528_p_crop00_detections.jpg,9
data\Cropped_final\people\0650_p_crop01_detections.jpg,9
data\Cropped_final\wild_boar\0216_wd_n_crop00_detections.jpg,8
data\Cropped_final\roe_deer\0605_rd_d_crop00_detections.jpg,6
data\Cropped_final\birds\0524_b_crop00_detections.jpg,2
data\Cropped_final\roe_deer\0204_rd_d_crop00_detections.jpg,6
data\Cropped_final\wild_boar\1626_wd_d_crop00_detections.jpg,8
data\Cropped_final\birds\0856_b_crop00_detections.jpg,2
data\Cropped_final\sika_deer\1816_sd_d_w_crop01_detections.jpg,7
data\Cropped_final\amur_leopard\0943_al_n_crop00_detections.jpg,0
data\Cropped_final\wild_boar\1938_wd_d_crop00_detections.jpg,8
data\Cropped_final\black_bear\0334_blb_d_crop00_detections.jpg,3
data\Cropped_final\birds\0624_b_crop00_detections.jpg,2
data\Cropped_final\sika_deer\1286_sd_d_w_crop00_detections.jpg,7
data\Cropped_final\dog\0509_dg_crop00_detections.jpg,5
data\Cropped_final\birds\0636_b_crop00_detections.jpg,2
data\Cropped_final\amur_tiger\0439_at_n_crop00_detections.jpg,1
data\Cropped_final\dog\0806_dg_crop00_detections.jpg,5
data\Cropped_final\dog\0500_dg_crop00_detections.jpg,5
data\Cropped_final\sika_deer\2506_sd_d_s_crop00_detections.jpg,7
data\Cropped_final\people\0646_p_crop01_detections.jpg,9
data\Cropped_final\roe_deer\1290_rd_d_crop00_detections.jpg,6
data\Cropped_final\wild_boar\1335_wd_d_crop01_detections.jpg,8
data\Cropped_final\amur_tiger\0965_at_n_crop00_detections.jpg,1
data\Cropped_final\brown_bear\0930_brb_d_crop00_detections.jpg,4
data\Cropped_final\wild_boar\0632_wd_d_crop00_detections.jpg,8
data\Cropped_final\amur_leopard\0045_al_d_s_crop00_detections.jpg,0
data\Cropped_final\amur_tiger\1039_at_d_s_crop00_detections.jpg,1
data\Cropped_final\people\1144_p_crop03_detections.jpg,9
data\Cropped_final\amur_tiger\0544_at_d_s_mother_with_cubs_crop00_detections.jpg,1
data\Cropped_final\black_bear\0258_blb_n_crop00_detections.jpg,3
data\Cropped_final\wild_boar\1143_wd_d_crop04_detections.jpg,8
data\Cropped_final\roe_deer\1276_rd_n_crop00_detections.jpg,6
data\Cropped_final\birds\0222_b_crop00_detections.jpg,2
data\Cropped_final\brown_bear\0417_brb_n_crop00_detections.jpg,4
data\Cropped_final\roe_deer\1179_rd_d_crop00_detections.jpg,6
data\Cropped_final\birds\0249_b_crop00_detections.jpg,2
data\Cropped_final\dog\0081_dg_crop00_detections.jpg,5
data\Cropped_final\sika_deer\0584_sd_n_s_crop02_detections.jpg,7
data\Cropped_final\wild_boar\0759_wd_d_crop01_detections.jpg,8
data\Cropped_final\dog\0041_dg_crop00_detections.jpg,5
data\Cropped_final\black_bear\0085_blb_d_crop00_detections.jpg,3
data\Cropped_final\sika_deer\0966_sd_d_s_crop02_detections.jpg,7
data\Cropped_final\amur_tiger\1226_at_n_cub_crop01_detections.jpg,1
data\Cropped_final\people\0582_p_crop00_detections.jpg,9
data\Cropped_final\brown_bear\0481_brb_n_mother_with_cubs_crop00_detections.jpg,4
data\Cropped_final\roe_deer\1403_rd_d_crop00_detections.jpg,6
data\Cropped_final\sika_deer\1795_sd_d_s_crop00_detections.jpg,7
data\Cropped_final\black_bear\0650_blb_d_crop00_detections.jpg,3
data\Cropped_final\birds\1518_b_crop02_detections.jpg,2
data\Cropped_final\amur_leopard\0945_al_d_s_crop00_detections.jpg,0
data\Cropped_final\sika_deer\0661_sd_n_w_crop02_detections.jpg,7
data\Cropped_final\wild_boar\0263_wd_d_crop00_detections.jpg,8
data\Cropped_final\sika_deer\0545_sd_d_w_crop00_detections.jpg,7
data\Cropped_final\people\0385_p_crop00_detections.jpg,9
data\Cropped_final\roe_deer\0767_rd_n_crop00_detections.jpg,6
data\Cropped_final\dog\0630_dg_crop00_detections.jpg,5
data\Cropped_final\black_bear\1230_blb_d_crop00_detections.jpg,3
data\Cropped_final\wild_boar\0930_wd_n_crop00_detections.jpg,8
data\Cropped_final\brown_bear\0185_brb_d_crop00_detections.jpg,4
data\Cropped_final\black_bear\0193_blb_n_crop00_detections.jpg,3
data\Cropped_final\birds\0406_b_crop01_detections.jpg,2
data\Cropped_final\black_bear\0380_blb_d_crop00_detections.jpg,3
data\Cropped_final\wild_boar\0385_wd_d_crop00_detections.jpg,8
data\Cropped_final\people\0379_p_crop00_detections.jpg,9
data\Cropped_final\sika_deer\0661_sd_n_w_crop01_detections.jpg,7
data\Cropped_final\sika_deer\0233_sd_d_s_crop00_detections.jpg,7
data\Cropped_final\amur_tiger\0460_at_n_crop00_detections.jpg,1
data\Cropped_final\black_bear\0518_blb_d_crop00_detections.jpg,3
data\Cropped_final\roe_deer\0417_rd_n_crop00_detections.jpg,6
data\Cropped_final\amur_leopard\0906_al_d_s_crop00_detections.jpg,0
data\Cropped_final\wild_boar\0184_wd_d_crop00_detections.jpg,8
data\Cropped_final\amur_leopard\0100_al_d_s_crop00_detections.jpg,0
data\Cropped_final\amur_leopard\1220_al_n_crop00_detections.jpg,0
data\Cropped_final\birds\0110_b_crop00_detections.jpg,2
data\Cropped_final\roe_deer\1196_rd_n_crop00_detections.jpg,6
data\Cropped_final\roe_deer\1261_rd_n_crop00_detections.jpg,6
data\Cropped_final\black_bear\0563_blb_n_crop00_detections.jpg,3
data\Cropped_final\wild_boar\1041_wd_n_crop02_detections.jpg,8
data\Cropped_final\roe_deer\0289_rd_d_crop00_detections.jpg,6
data\Cropped_final\people\0729_p_crop00_detections.jpg,9
data\Cropped_final\brown_bear\1365_brb_n_crop00_detections.jpg,4
data\Cropped_final\brown_bear\0666_brb_d_crop00_detections.jpg,4
data\Cropped_final\wild_boar\0572_wd_n_crop00_detections.jpg,8
data\Cropped_final\sika_deer\0275_sd_d_s_crop02_detections.jpg,7
data\Cropped_final\birds\1226_b_crop01_detections.jpg,2
data\Cropped_final\birds\0999_b_crop00_detections.jpg,2
data\Cropped_final\people\0735_p_crop00_detections.jpg,9
data\Cropped_final\brown_bear\0755_brb_d_crop00_detections.jpg,4
data\Cropped_final\birds\0067_b_crop00_detections.jpg,2
data\Cropped_final\birds\0773_b_crop01_detections.jpg,2
data\Cropped_final\birds\0374_b_crop00_detections.jpg,2
data\Cropped_final\amur_tiger\1156_at_n_crop00_detections.jpg,1
data\Cropped_final\black_bear\0937_blb_d_crop00_detections.jpg,3
data\Cropped_final\dog\0374_dg_crop00_detections.jpg,5
data\Cropped_final\black_bear\0771_blb_d_crop00_detections.jpg,3
data\Cropped_final\birds\1227_b_crop01_detections.jpg,2
data\Cropped_final\amur_leopard\0797_al_n_crop00_detections.jpg,0
data\Cropped_final\sika_deer\1132_sd_d_s_crop00_detections.jpg,7
data\Cropped_final\amur_tiger\1172_at_n_crop00_detections.jpg,1
data\Cropped_final\birds\1202_b_crop00_detections.jpg,2
data\Cropped_final\brown_bear\0164_brb_n_crop00_detections.jpg,4
data\Cropped_final\people\1057_p_crop00_detections.jpg,9
data\Cropped_final\sika_deer\0810_sd_d_w_crop00_detections.jpg,7
data\Cropped_final\amur_tiger\1151_at_d_w_crop00_detections.jpg,1
data\Cropped_final\amur_tiger\0212_at_n_crop00_detections.jpg,1
data\Cropped_final\wild_boar\1428_wd_d_crop00_detections.jpg,8
data\Cropped_final\people\1114_p_crop01_detections.jpg,9
data\Cropped_final\dog\0038_dg_crop00_detections.jpg,5
data\Cropped_final\amur_leopard\0023_al_d_s_crop00_detections.jpg,0
data\Cropped_final\people\0704_p_crop01_detections.jpg,9
data\Cropped_final\black_bear\0410_blb_n_crop01_detections.jpg,3
data\Cropped_final\amur_leopard\0876_al_d_s_mother_with_cub_crop01_detections.jpg,0
data\Cropped_final\people\1304_p_crop00_detections.jpg,9
data\Cropped_final\wild_boar\0721_wd_n_crop00_detections.jpg,8
data\Cropped_final\black_bear\0249_blb_n_crop00_detections.jpg,3
data\Cropped_final\people\0096_p_crop00_detections.jpg,9
data\Cropped_final\black_bear\1069_blb_d_crop00_detections.jpg,3
data\Cropped_final\birds\0618_b_crop00_detections.jpg,2
data\Cropped_final\sika_deer\1573_sd_d_w_crop01_detections.jpg,7
data\Cropped_final\amur_tiger\0111_at_n_cub_crop00_detections.jpg,1
data\Cropped_final\amur_tiger\0188_at_d_s_crop00_detections.jpg,1
data\Cropped_final\brown_bear\1110_brb_n_crop00_detections.jpg,4
data\Cropped_final\amur_tiger\0750_at_n_crop00_detections.jpg,1
data\Cropped_final\black_bear\0036_blb_n_crop00_detections.jpg,3
data\Cropped_final\dog\0103_dg_crop01_detections.jpg,5
data\Cropped_final\roe_deer\0996_rd_n_crop00_detections.jpg,6
data\Cropped_final\dog\0291_dg_crop01_detections.jpg,5
data\Cropped_final\sika_deer\1525_sd_d_s_crop01_detections.jpg,7
data\Cropped_final\birds\0804_b_crop00_detections.jpg,2
data\Cropped_final\people\1348_p_crop00_detections.jpg,9
data\Cropped_final\birds\0515_b_crop01_detections.jpg,2
data\Cropped_final\amur_leopard\0745_al_d_s_crop00_detections.jpg,0
data\Cropped_final\wild_boar\0845_wd_d_crop01_detections.jpg,8
data\Cropped_final\amur_leopard\0790_al_n_crop00_detections.jpg,0
data\Cropped_final\amur_leopard\0257_al_d_s_crop00_detections.jpg,0
data\Cropped_final\amur_leopard\0743_al_d_w_crop00_detections.jpg,0
data\Cropped_final\wild_boar\1765_wd_d_crop01_detections.jpg,8
data\Cropped_final\black_bear\0569_blb_d_mother_with_cubs_crop00_detections.jpg,3
data\Cropped_final\sika_deer\1694_sd_d_s_crop00_detections.jpg,7
data\Cropped_final\dog\0735_dg_crop00_detections.jpg,5
data\Cropped_final\dog\0570_dg_crop00_detections.jpg,5
data\Cropped_final\black_bear\1060_blb_n_crop00_detections.jpg,3
data\Cropped_final\wild_boar\1826_wd_d_crop00_detections.jpg,8
data\Cropped_final\people\1336_p_crop00_detections.jpg,9
data\Cropped_final\black_bear\0183_blb_d_crop00_detections.jpg,3
data\Cropped_final\amur_leopard\0224_al_n_crop00_detections.jpg,0
data\Cropped_final\birds\0130_b_crop00_detections.jpg,2
data\Cropped_final\wild_boar\1198_wd_d_crop01_detections.jpg,8
data\Cropped_final\dog\0643_dg_crop00_detections.jpg,5
data\Cropped_final\sika_deer\1791_sd_d_s_crop00_detections.jpg,7
data\Cropped_final\birds\0173_b_crop00_detections.jpg,2
data\Cropped_final\brown_bear\0553_brb_n_mother_with_cubs_crop01_detections.jpg,4
data\Cropped_final\birds\0637_b_crop00_detections.jpg,2
data\Cropped_final\birds\0185_b_crop00_detections.jpg,2
data\Cropped_final\sika_deer\0697_sd_d_w_crop00_detections.jpg,7
data\Cropped_final\amur_tiger\0914_at_d_w_mother_with_cubs_crop00_detections.jpg,1
data\Cropped_final\wild_boar\0972_wd_d_crop02_detections.jpg,8
data\Cropped_final\sika_deer\1109_sd_d_s_crop01_detections.jpg,7
data\Cropped_final\wild_boar\1847_wd_d_crop01_detections.jpg,8
data\Cropped_final\brown_bear\0068_brb_d_mother_with_cubs_crop00_detections.jpg,4
data\Cropped_final\birds\1008_b_crop00_detections.jpg,2
data\Cropped_final\birds\0778_b_crop00_detections.jpg,2
data\Cropped_final\dog\0046_dg_crop02_detections.jpg,5
data\Cropped_final\roe_deer\0091_rd_n_crop00_detections.jpg,6
data\Cropped_final\birds\1260_b_crop00_detections.jpg,2
data\Cropped_final\dog\0148_dg_crop00_detections.jpg,5
data\Cropped_final\dog\0407_dg_crop00_detections.jpg,5
data\Cropped_final\people\0591_p_crop00_detections.jpg,9
data\Cropped_final\people\0010_p_crop01_detections.jpg,9
data\Cropped_final\sika_deer\0832_sd_d_w_crop00_detections.jpg,7
data\Cropped_final\sika_deer\0610_sd_d_s_crop00_detections.jpg,7
data\Cropped_final\birds\0437_b_crop00_detections.jpg,2
data\Cropped_final\dog\0276_dg_crop00_detections.jpg,5
data\Cropped_final\people\0921_p_crop00_detections.jpg,9
data\Cropped_final\amur_tiger\0544_at_d_s_mother_with_cubs_crop01_detections.jpg,1
data\Cropped_final\amur_leopard\0186_al_d_w_crop00_detections.jpg,0
data\Cropped_final\wild_boar\0630_wd_d_crop00_detections.jpg,8
data\Cropped_final\dog\0710_dg_crop01_detections.jpg,5
data\Cropped_final\people\0497_p_crop00_detections.jpg,9
data\Cropped_final\birds\0850_b_crop00_detections.jpg,2
data\Cropped_final\black_bear\0092_blb_n_crop00_detections.jpg,3
data\Cropped_final\sika_deer\1567_sd_d_w_crop02_detections.jpg,7
data\Cropped_final\black_bear\0965_blb_n_crop00_detections.jpg,3
data\Cropped_final\sika_deer\1521_sd_d_w_crop02_detections.jpg,7
data\Cropped_final\wild_boar\0703_wd_n_crop00_detections.jpg,8
data\Cropped_final\amur_tiger\1130_at_d_w_crop00_detections.jpg,1
data\Cropped_final\dog\0331_dg_crop00_detections.jpg,5
data\Cropped_final\amur_tiger\0040_at_n_crop00_detections.jpg,1
data\Cropped_final\roe_deer\0553_rd_n_crop00_detections.jpg,6
data\Cropped_final\brown_bear\0141_brb_n_crop00_detections.jpg,4
data\Cropped_final\sika_deer\0296_sd_d_w_crop02_detections.jpg,7
data\Cropped_final\roe_deer\1071_rd_n_crop00_detections.jpg,6
data\Cropped_final\people\0696_p_crop00_detections.jpg,9
data\Cropped_final\dog\0745_dg_crop00_detections.jpg,5
data\Cropped_final\amur_tiger\0075_at_d_w_crop00_detections.jpg,1
data\Cropped_final\brown_bear\0881_brb_d_crop00_detections.jpg,4
data\Cropped_final\amur_leopard\0290_al_n_crop00_detections.jpg,0
data\Cropped_final\black_bear\0251_blb_n_crop00_detections.jpg,3
data\Cropped_final\black_bear\1200_blb_d_crop00_detections.jpg,3
data\Cropped_final\black_bear\0007_blb_n_crop00_detections.jpg,3
data\Cropped_final\black_bear\0018_blb_d_crop00_detections.jpg,3
data\Cropped_final\people\0948_p_crop01_detections.jpg,9
data\Cropped_final\people\0903_p_crop00_detections.jpg,9
data\Cropped_final\brown_bear\1163_brb_n_mother_with_cubs_crop01_detections.jpg,4
data\Cropped_final\amur_tiger\0935_at_d_s_crop00_detections.jpg,1
data\Cropped_final\people\1149_p_crop01_detections.jpg,9
data\Cropped_final\sika_deer\1403_sd_d_w_crop00_detections.jpg,7
data\Cropped_final\dog\0354_dg_crop00_detections.jpg,5
data\Cropped_final\sika_deer\0882_sd_n_s_crop00_detections.jpg,7
data\Cropped_final\roe_deer\0671_rd_n_crop00_detections.jpg,6
data\Cropped_final\dog\0864_dg_crop00_detections.jpg,5
data\Cropped_final\birds\0961_b_crop00_detections.jpg,2
data\Cropped_final\wild_boar\0608_wd_d_crop00_detections.jpg,8
data\Cropped_final\sika_deer\0398_sd_n_w_crop01_detections.jpg,7
data\Cropped_final\sika_deer\1548_sd_d_s_crop01_detections.jpg,7
data\Cropped_final\amur_tiger\0608_at_d_w_crop00_detections.jpg,1
data\Cropped_final\brown_bear\0214_brb_d_crop00_detections.jpg,4
data\Cropped_final\sika_deer\0646_sd_n_w_crop00_detections.jpg,7
data\Cropped_final\wild_boar\0935_wd_n_crop00_detections.jpg,8
data\Cropped_final\sika_deer\1438_sd_d_s_crop01_detections.jpg,7
data\Cropped_final\black_bear\1086_blb_d_crop00_detections.jpg,3
data\Cropped_final\amur_tiger\0149_at_d_w_crop00_detections.jpg,1
data\Cropped_final\sika_deer\1221_sd_d_w_crop00_detections.jpg,7
data\Cropped_final\birds\0506_b_crop00_detections.jpg,2
data\Cropped_final\brown_bear\0551_brb_d_cub_crop00_detections.jpg,4
data\Cropped_final\roe_deer\1153_rd_d_crop00_detections.jpg,6
data\Cropped_final\black_bear\0265_blb_d_crop00_detections.jpg,3
data\Cropped_final\wild_boar\0998_wd_d_crop00_detections.jpg,8
data\Cropped_final\people\1118_p_crop00_detections.jpg,9
data\Cropped_final\amur_tiger\0904_at_n_crop00_detections.jpg,1
data\Cropped_final\wild_boar\0407_wd_n_crop00_detections.jpg,8
data\Cropped_final\dog\0061_dg_crop00_detections.jpg,5
data\Cropped_final\sika_deer\0981_sd_d_w_crop01_detections.jpg,7
data\Cropped_final\roe_deer\1014_rd_n_crop00_detections.jpg,6
data\Cropped_final\amur_leopard\0412_al_d_s_crop00_detections.jpg,0
data\Cropped_final\birds\0469_b_crop02_detections.jpg,2
data\Cropped_final\roe_deer\1146_rd_d_crop00_detections.jpg,6
data\Cropped_final\dog\0909_dg_crop01_detections.jpg,5
data\Cropped_final\amur_leopard\0055_al_d_s_crop00_detections.jpg,0
data\Cropped_final\black_bear\0565_blb_d_mother_with_cubs_crop01_detections.jpg,3
data\Cropped_final\roe_deer\0552_rd_d_crop00_detections.jpg,6
data\Cropped_final\people\0295_p_crop02_detections.jpg,9
data\Cropped_final\amur_leopard\0582_al_n_crop00_detections.jpg,0
data\Cropped_final\amur_leopard\1072_al_n_crop00_detections.jpg,0
data\Cropped_final\brown_bear\0613_brb_d_mother_with_cubs_crop01_detections.jpg,4
data\Cropped_final\dog\0451_dg_crop00_detections.jpg,5
data\Cropped_final\roe_deer\1207_rd_n_crop00_detections.jpg,6
data\Cropped_final\roe_deer\0796_rd_d_crop00_detections.jpg,6
data\Cropped_final\black_bear\1026_blb_d_crop00_detections.jpg,3
data\Cropped_final\sika_deer\0602_sd_d_s_crop00_detections.jpg,7
data\Cropped_final\amur_tiger\1003_at_d_s_crop00_detections.jpg,1
data\Cropped_final\roe_deer\0119_rd_n_crop00_detections.jpg,6
data\Cropped_final\wild_boar\1367_wd_d_crop01_detections.jpg,8
data\Cropped_final\wild_boar\1234_wd_d_crop01_detections.jpg,8
data\Cropped_final\brown_bear\0246_brb_d_cubs_crop00_detections.jpg,4
data\Cropped_final\birds\0470_b_crop00_detections.jpg,2
data\Cropped_final\roe_deer\0757_rd_d_crop00_detections.jpg,6
data\Cropped_final\sika_deer\1248_sd_d_w_crop00_detections.jpg,7
data\Cropped_final\people\0723_p_crop00_detections.jpg,9
